title,authors,author_count,year,publication_date,journal,publisher,type,is_oa,doi,doi_url,pdf_url,openalex_id,pmid,cited_by_count
Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size,"Mauro Galetti, Roger Guevara, Marina Corrêa Côrtes et al.",15,2013,2013-05-30,Science,American Association for the Advancement of Science,article,False,https://doi.org/10.1126/science.1233774,https://doi.org/10.1126/science.1233774,,https://openalex.org/W2170513943,https://pubmed.ncbi.nlm.nih.gov/23723235,774
Quantity and quality components of effectiveness in insular pollinator assemblages,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2013,2013-02-12,Oecologia,Springer Science+Business Media,article,False,https://doi.org/10.1007/s00442-013-2606-y,https://doi.org/10.1007/s00442-013-2606-y,,https://openalex.org/W2078897382,https://pubmed.ncbi.nlm.nih.gov/23404070,51
Demographic bottlenecks in tropical plant regeneration: A comparative analysis of causal influences,"Débora Cristina Rother, Pedro Jordano, Ricardo Ribeiro Rodrigues et al.",4,2013,2013-01-08,Perspectives in Plant Ecology Evolution and Systematics,Elsevier BV,article,False,https://doi.org/10.1016/j.ppees.2012.12.004,https://doi.org/10.1016/j.ppees.2012.12.004,,https://openalex.org/W2060707763,,52
Las tercias pertenecientes al marquesado de Priego,"Pedro Jordano, M. Ángeles",2,2013,2013-01-01,Ambitos: revista de estudios de ciencias sociales y humanidades,,article,False,,,,https://openalex.org/W2153721144,,0
COEVOLUTION AND THE ARCHITECTURE OF MUTUALISTIC NETWORKS,"Scott L. Nuismer, Pedro Jordano, Jordi Bascompte",3,2012,2012-09-18,Evolution,Oxford University Press,article,True,https://doi.org/10.1111/j.1558-5646.2012.01801.x,https://doi.org/10.1111/j.1558-5646.2012.01801.x,https://digital.csic.es/bitstream/10261/74146/1/j.1558-5646.2012.01801.x.pdf,https://openalex.org/W2168577353,https://pubmed.ncbi.nlm.nih.gov/23356608,157
Meta‐Analysis of the Effects of Human Disturbance on Seed Dispersal by Animals,"Julia S. Markl, Matthias Schleuning, Pierre‐Michel Forget et al.",8,2012,2012-09-12,Conservation Biology,Wiley,article,False,https://doi.org/10.1111/j.1523-1739.2012.01927.x,https://doi.org/10.1111/j.1523-1739.2012.01927.x,,https://openalex.org/W1945931084,https://pubmed.ncbi.nlm.nih.gov/22971077,282
"Biodiversity, Species Interactions and Ecological Networks in a Fragmented World","Melanie Hagen, W. Daniel Kissling, Claus Rasmussen et al.",25,2012,2012-01-01,Advances in ecological research/Advances in Ecological Research,Elsevier BV,book-chapter,True,https://doi.org/10.1016/b978-0-12-396992-7.00002-2,https://doi.org/10.1016/b978-0-12-396992-7.00002-2,http://hdl.handle.net/10261/64172,https://openalex.org/W1680689898,,455
Cleaning associations between birds and herbivorous mammals in Brazil: Structure and complexity,"Cristina Sazima, Pedro Jordano, Paulo R. Guimarães et al.",5,2012,2012-01-01,The Auk,Oxford University Press,article,True,https://doi.org/10.1525/auk.2011.11144,https://doi.org/10.1525/auk.2011.11144,https://academic.oup.com/auk/article-pdf/129/1/36/26880233/auk0036.pdf,https://openalex.org/W2161729683,,36
"CAMACHO MARTÍNEZ, R.; ASENJO RUBIO, E. y CALDERÓN ROCA, B. (Málaga, 2011). Creación artística y mecenazgo en el desarrollo cultural del mediterráneo en la edad moderna","Pedro Jordano, María Ángeles",2,2012,2012-01-01,,,article,False,,,,https://openalex.org/W2978428507,,0
Pollination patterns in a relict meta-population of Pedunculate oak (Quercus robur) in Central Spain,"Eva Moracho, Cristina Rigueiro, Angela Sanchez Miranda-Moreno et al.",6,2012,2012-01-01,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,conference-paper,False,,,,https://openalex.org/W4206849126,,0
"Frugivores and seed dispersal (1985–2010); the ‘seeds’ dispersed, established and matured","Pierre‐Michel Forget, Pedro Jordano, Joanna E. Lambert et al.",6,2011,2011-10-22,Acta Oecologica,Elsevier BV,article,False,https://doi.org/10.1016/j.actao.2011.09.008,https://doi.org/10.1016/j.actao.2011.09.008,,https://openalex.org/W1981641854,,36
The full path of Janzen-Connell effects: genetic tracking of seeds to adult plant recruitment,"Eugene W. Schupp, Pedro Jordano",2,2011,2011-09-26,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-294x.2011.05202.x,https://doi.org/10.1111/j.1365-294x.2011.05202.x,http://hdl.handle.net/10261/42693,https://openalex.org/W2157438799,https://pubmed.ncbi.nlm.nih.gov/21951419,27
Evolution and coevolution in mutualistic networks,"Paulo R. Guimarães, Pedro Jordano, John N. Thompson",3,2011,2011-07-12,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/j.1461-0248.2011.01649.x,https://doi.org/10.1111/j.1461-0248.2011.01649.x,http://hdl.handle.net/10261/40441,https://openalex.org/W2111661781,https://pubmed.ncbi.nlm.nih.gov/21749596,361
The modularity of seed dispersal: differences in structure and robustness between bat– and bird–fruit networks,"Marco A. R. Mello, Flávia Maria Darcie Marquitti, Paulo R. Guimarães et al.",6,2011,2011-04-08,Oecologia,Springer Science+Business Media,article,True,https://doi.org/10.1007/s00442-011-1984-2,https://doi.org/10.1007/s00442-011-1984-2,http://hdl.handle.net/10261/40446,https://openalex.org/W2079512690,https://pubmed.ncbi.nlm.nih.gov/21479592,147
The Missing Part of Seed Dispersal Networks: Structure and Robustness of Bat-Fruit Interactions,"Marco A. R. Mello, Flávia Maria Darcie Marquitti, Paulo R. Guimarães et al.",6,2011,2011-02-28,PLoS ONE,Public Library of Science,article,True,https://doi.org/10.1371/journal.pone.0017395,https://doi.org/10.1371/journal.pone.0017395,https://doi.org/10.1371/journal.pone.0017395,https://openalex.org/W1993494645,https://pubmed.ncbi.nlm.nih.gov/21386981,163
The Functional Consequences of Mutualistic Network Architecture,"José M. Gómez, Francisco Perfectti, Pedro Jordano",3,2011,2011-01-25,PLoS ONE,Public Library of Science,article,True,https://doi.org/10.1371/journal.pone.0016143,https://doi.org/10.1371/journal.pone.0016143,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0016143&type=printable,https://openalex.org/W2130774976,https://pubmed.ncbi.nlm.nih.gov/21283583,80
"Colour, design and reward: phenotypic integration of fleshy fruit displays","Alfredo Valido, H. Martin Schaefer, Pedro Jordano",3,2011,2011-01-24,Journal of Evolutionary Biology,Oxford University Press,article,True,https://doi.org/10.1111/j.1420-9101.2010.02206.x,https://doi.org/10.1111/j.1420-9101.2010.02206.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1420-9101.2010.02206.x,https://openalex.org/W1590249142,https://pubmed.ncbi.nlm.nih.gov/21255176,116
"Interacciones entre plantas y polinizadores en el Parqur Nacional del Teide: consecuencias ecológicas de la introducción masiva de la abeja doméstica, Apis melifera (Apidae)","Alfredo Valido, María C. Rodríguez‐Rodríguez, Pedro Jordano",3,2011,2011-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,False,,,,https://openalex.org/W1024877374,,4
Male fecundity and pollen dispersal in populations of a riparian tree species,"Sylvie Muratorio, Etienne K. Klein, Arndt Hampe et al.",5,2011,2011-01-01,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,conference-paper,False,,,,https://openalex.org/W3119055963,,0
Frugivores and seed dispersal: mechanisms and consequences for biodiversity of a key ecological interaction,"Pedro Jordano, Pierre‐Michel Forget, Joanna E. Lambert et al.",6,2010,2010-11-17,Biology Letters,Royal Society,article,True,https://doi.org/10.1098/rsbl.2010.0986,https://doi.org/10.1098/rsbl.2010.0986,https://www.ncbi.nlm.nih.gov/pmc/articles/3097856,https://openalex.org/W2165187074,https://pubmed.ncbi.nlm.nih.gov/21084336,142
Curso Latino Americano de Frugivoria e Dispersão de Sementes,"Pedro Jordano, Mauro Galetti",2,2010,2010-09-23,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/36390,https://openalex.org/W1582813124,,0
Missing and forbidden links in mutualistic networks,"Jens M. Olesen, Jordi Bascompte, Yoko Luise Dupont et al.",6,2010,2010-09-15,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2010.1371,https://doi.org/10.1098/rspb.2010.1371,https://www.ncbi.nlm.nih.gov/pmc/articles/3030842,https://openalex.org/W2166939357,https://pubmed.ncbi.nlm.nih.gov/20843845,375
The phylogenetic structure of plant facilitation networks changes with competition,"Miguel Verdú, Pedro Jordano, Alfonso Valiente‐Banuet",3,2010,2010-09-14,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-2745.2010.01731.x,https://doi.org/10.1111/j.1365-2745.2010.01731.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2745.2010.01731.x,https://openalex.org/W2097833542,,49
Seed dispersal effectiveness revisited: a conceptual review,"Eugene W. Schupp, Pedro Jordano, José M. Gómez",3,2010,2010-07-28,New Phytologist,Wiley,article,True,https://doi.org/10.1111/j.1469-8137.2010.03402.x,https://doi.org/10.1111/j.1469-8137.2010.03402.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-8137.2010.03402.x,https://openalex.org/W2157332851,https://pubmed.ncbi.nlm.nih.gov/20673283,1142
Symposium 6: Mutualistic Networks,"Jordi Bascompte, Marcelo A. Aizen, Colin Fontaine et al.",11,2010,2010-07-01,Bulletin of the Ecological Society of America,Ecological Society of America,article,True,https://doi.org/10.1890/0012-9623-91.3.367,https://doi.org/10.1890/0012-9623-91.3.367,http://hdl.handle.net/10261/36431,https://openalex.org/W1983437890,,4
Past tree range dynamics in the Iberian Peninsula inferred through phylogeography and palaeodistribution modelling: A review,"Francisco Rodríguez‐Sánchez, Arndt Hampe, Pedro Jordano et al.",4,2010,2010-04-17,Review of Palaeobotany and Palynology,Elsevier BV,article,True,https://doi.org/10.1016/j.revpalbo.2010.03.008,https://doi.org/10.1016/j.revpalbo.2010.03.008,http://hdl.handle.net/10261/36389,https://openalex.org/W2093191251,,116
"Isolation and characterization of 20 microsatellite loci for laurel species (Laurus, Lauraceae)","Juan Arroyo, Cristina Rigueiro, Rocío Rodríguez‐Arcos et al.",7,2010,2010-04-01,American Journal of Botany,Wiley,article,True,https://doi.org/10.3732/ajb.1000069,https://doi.org/10.3732/ajb.1000069,https://onlinelibrary.wiley.com/doi/pdfdirect/10.3732/ajb.1000069,https://openalex.org/W2052195780,https://pubmed.ncbi.nlm.nih.gov/21622433,15
Nestedness versus modularity in ecological networks: two sides of the same coin?,"Miguel A. Fortuna, Daniel B. Stouffer, Jens M. Olesen et al.",8,2010,2010-03-31,Journal of Animal Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-2656.2010.01688.x,https://doi.org/10.1111/j.1365-2656.2010.01688.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2656.2010.01688.x,https://openalex.org/W2099326369,https://pubmed.ncbi.nlm.nih.gov/20374411,522
"Pollen, seeds and genes: the movement ecology of plants",Pedro Jordano,1,2010,2010-03-24,Heredity,Springer Nature,article,True,https://doi.org/10.1038/hdy.2010.28,https://doi.org/10.1038/hdy.2010.28,https://www.nature.com/articles/hdy201028.pdf,https://openalex.org/W1974419643,https://pubmed.ncbi.nlm.nih.gov/20332803,36
Changes of a mutualistic network over time: reanalysis over a 10‐year period,"Cecilia Díaz‐Castelazo, Paulo R. Guimarães, Pedro Jordano et al.",6,2010,2010-03-01,Ecology,Wiley,article,True,https://doi.org/10.1890/08-1883.1,https://doi.org/10.1890/08-1883.1,http://hdl.handle.net/10261/36449,https://openalex.org/W2157318339,https://pubmed.ncbi.nlm.nih.gov/20426337,149
Mutualistic networks. Reports from the ESA Annual Meeting,"Jordi Bascompte, Marcelo A. Aizen, C. Fontaine et al.",10,2010,2010-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/59437,https://openalex.org/W978104007,,1
"I SOLATION AND CHARACTERIZATION OF 20 MICROSATELLITE LOCI FOR LAUREL SPECIES ( L AURUS , LAURACEAE) 1","Juan Arroyo, Cristina Rigueiro, Arndt Hampe et al.",6,2010,2010-01-01,,,article,False,,,,https://openalex.org/W2185268743,,0
General methods for seed dispersal analysis and lab protocols for DNA extraction and genotyping of SSR microsatellites for Prunus mahaleb (Rosaceae),"Pedro Jordano, José A. Godoy",2,2010,2010-01-01,,,article,False,,,,https://openalex.org/W2550971777,,0
La evolución hoy. Conferencias Organizadas,"Pedro Jordano, Juan Arroyo Marín, Encarnación Aguilar Criado et al.",5,2010,2010-01-01,Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,article,False,,,,https://openalex.org/W3083026123,,0
El significado actual de la evolución,Pedro Jordano,1,2010,2010-01-01,Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,article,False,,,,https://openalex.org/W3091347236,,0
Darwin en Sevilla: Antonio Machado y Núñez y los darwinistas sevillanos,"Encarnación Aguilar Criado, Juan Arroyo Marín, Elena Fierro Enrique et al.",4,2010,2010-01-01,Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,article,False,,,,https://openalex.org/W3162976737,,0
Coevolution in Multispecific Interactions among Free-Living Species,Pedro Jordano,1,2009,2009-12-28,Evolution Education and Outreach,BioMed Central,article,True,https://doi.org/10.1007/s12052-009-0197-1,https://doi.org/10.1007/s12052-009-0197-1,https://evolution-outreach.biomedcentral.com/counter/pdf/10.1007/s12052-009-0197-1,https://openalex.org/W2084952252,,32
"On gene dispersal studies in complex landscapes: a reply to the comment on García et al. (2005, 2007)","Cristina García, José A. Godoy, Pedro Jordano",3,2009,2009-10-16,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-294x.2009.04393.x,https://doi.org/10.1111/j.1365-294x.2009.04393.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-294X.2009.04393.x,https://openalex.org/W2110170987,,0
Maternal genetic correlations in the seed rain: effects of frugivore activity in heterogeneous landscapes,"Cristina García, Pedro Jordano, Juan Arroyo et al.",4,2009,2009-09-18,Journal of Ecology,Wiley,article,False,https://doi.org/10.1111/j.1365-2745.2009.01577.x,https://doi.org/10.1111/j.1365-2745.2009.01577.x,,https://openalex.org/W2160536054,,37
The temporal dynamics of resource use by frugivorous birds: a network approach,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2009,2009-07-01,Ecology,Wiley,article,True,https://doi.org/10.1890/07-1939.1,https://doi.org/10.1890/07-1939.1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1890/07-1939.1,https://openalex.org/W2109709798,https://pubmed.ncbi.nlm.nih.gov/19694143,170
Isolation and characterization of 13 microsatellite loci for Neochamaelea pulverulenta (Cneoraceae),"Cristina Rigueiro, Juan Arroyo, Alfredo Valido et al.",4,2009,2009-05-04,Molecular Ecology Resources,Wiley,article,False,https://doi.org/10.1111/j.1755-0998.2009.02701.x,https://doi.org/10.1111/j.1755-0998.2009.02701.x,,https://openalex.org/W2122361825,https://pubmed.ncbi.nlm.nih.gov/21564943,5
Isolation and characterization of 12 microsatellite loci forRhamnus alaternus(Rhamnaceae),"Juan Arroyo, Rocío Rodríguez‐Arcos, Cristina Rigueiro et al.",5,2009,2009-03-20,Molecular Ecology Resources,Wiley,article,True,https://doi.org/10.1111/j.1755-0998.2009.02657.x,https://doi.org/10.1111/j.1755-0998.2009.02657.x,http://hdl.handle.net/10261/38386,https://openalex.org/W2018815662,https://pubmed.ncbi.nlm.nih.gov/21564881,4
Ecología y genes,Pedro Jordano,1,2009,2009-02-02,Revista Ecosistemas,,article,False,,,,https://openalex.org/W3134572316,,0
Isolation and characterization of 16 polymorphic microsatellite loci for Frangula alnus (Rhamnaceae),"Cristina Rigueiro, Juan Arroyo, Rocío Rodríguez‐Arcos et al.",5,2009,2009-01-22,Molecular Ecology Resources,Wiley,article,True,https://doi.org/10.1111/j.1755-0998.2009.02527.x,https://doi.org/10.1111/j.1755-0998.2009.02527.x,http://hdl.handle.net/10261/38390,https://openalex.org/W2028251924,https://pubmed.ncbi.nlm.nih.gov/21564814,4
Redes complejas de interacciones planta-animal,"Pedro Jordano, Diego Ezequiel Vázquez, Jordi Bascompte",3,2009,2009-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40617,https://openalex.org/W1623546747,,11
A General Framework for Analyzing Sustainability of Social-Ecological Systems,"Charles Darwin, John Murray, Jane E. Cohen et al.",18,2009,2009-01-01,,,article,False,,,,https://openalex.org/W2336285099,,0
Diversity in a complex ecological network with two interaction types,"Carlos J. Melián, Jordi Bascompte, Pedro Jordano et al.",4,2008,2008-11-06,Oikos,Wiley,article,True,https://doi.org/10.1111/j.1600-0706.2008.16751.x,https://doi.org/10.1111/j.1600-0706.2008.16751.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1600-0706.2008.16751.x,https://openalex.org/W2144199228,,239
A neutral‐niche theory of nestedness in mutualistic networks,"Abhay Krishna, Paulo R. Guimarães, Pedro Jordano et al.",4,2008,2008-10-28,Oikos,Wiley,article,True,https://doi.org/10.1111/j.1600-0706.2008.16540.x,https://doi.org/10.1111/j.1600-0706.2008.16540.x,http://hdl.handle.net/10261/38396,https://openalex.org/W2009996112,,228
Redes mutualistas de especies,"Jordi Bascompte, Pedro Jordano",2,2008,2008-09-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/38401,https://openalex.org/W1489764016,,18
Spatio‐temporal dynamics and local hotspots of initial recruitment in vertebrate‐dispersed trees,"Arndt Hampe, Juan Luis García‐Castaño, Eugene W. Schupp et al.",4,2008,2008-06-10,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-2745.2008.01364.x,https://doi.org/10.1111/j.1365-2745.2008.01364.x,http://hdl.handle.net/10261/38407,https://openalex.org/W2165908687,,58
TEMPORAL DYNAMICS IN A POLLINATION NETWORK,"Jens M. Olesen, Jordi Bascompte, Heidi Elberling et al.",4,2008,2008-05-30,Ecology,Wiley,article,True,https://doi.org/10.1890/07-0451.1,https://doi.org/10.1890/07-0451.1,http://hdl.handle.net/10261/38399,https://openalex.org/W2102196187,https://pubmed.ncbi.nlm.nih.gov/18589522,527
"Switching behavior, coexistence and diversification: comparing empirical community‐wide evidence with theoretical predictions","Jofre Carnicer, Peter A. Abrams, Pedro Jordano",3,2008,2008-04-28,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/j.1461-0248.2008.01195.x,https://doi.org/10.1111/j.1461-0248.2008.01195.x,http://hdl.handle.net/10261/38403,https://openalex.org/W2139969991,https://pubmed.ncbi.nlm.nih.gov/18445033,51
Vertebrate dispersal syndromes along the Atlantic forest: broad‐scale patterns and macroecological correlates,"Mário Almeida‐Neto, Flávia Campassi, Mauro Galetti et al.",5,2008,2008-03-13,Global Ecology and Biogeography,Wiley,article,True,https://doi.org/10.1111/j.1466-8238.2008.00386.x,https://doi.org/10.1111/j.1466-8238.2008.00386.x,http://hdl.handle.net/10261/38415,https://openalex.org/W2108663069,,183
Seed Dispersal Anachronisms: Rethinking the Fruits Extinct Megafauna Ate,"Paulo R. Guimarães, Mauro Galetti, Pedro Jordano",3,2008,2008-03-04,PLoS ONE,Public Library of Science,article,True,https://doi.org/10.1371/journal.pone.0001745,https://doi.org/10.1371/journal.pone.0001745,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0001745&type=printable,https://openalex.org/W2014322534,https://pubmed.ncbi.nlm.nih.gov/18320062,434
The modularity of pollination networks,"Jens M. Olesen, Jordi Bascompte, Yoko Luise Dupont et al.",4,2007,2007-12-04,Proceedings of the National Academy of Sciences,National Academy of Sciences,article,True,https://doi.org/10.1073/pnas.0706375104,https://doi.org/10.1073/pnas.0706375104,https://www.ncbi.nlm.nih.gov/pmc/articles/2148393,https://openalex.org/W2070304262,https://pubmed.ncbi.nlm.nih.gov/18056808,2698
Plant-Animal Mutualistic Networks: The Architecture of Biodiversity,"Jordi Bascompte, Pedro Jordano",2,2007,2007-12-01,Annual Review of Ecology Evolution and Systematics,Annual Reviews,review,True,https://doi.org/10.1146/annurev.ecolsys.38.091206.095818,https://doi.org/10.1146/annurev.ecolsys.38.091206.095818,http://hdl.handle.net/10261/38462,https://openalex.org/W2113618723,,1747
Effects of phenotypic complementarity and phylogeny on the nested structure of mutualistic networks,"Enrico L. Rezende, Pedro Jordano, Jordi Bascompte",3,2007,2007-11-01,Oikos,Wiley,article,False,https://doi.org/10.1111/j.0030-1299.2007.16029.x,https://doi.org/10.1111/j.0030-1299.2007.16029.x,,https://openalex.org/W1965863613,,168
Build-up mechanisms determining the topology of mutualistic networks,"Paulo R. Guimarães, Glauco Machado, Marcus A. M. de Aguiar et al.",7,2007,2007-08-20,Journal of Theoretical Biology,Elsevier BV,article,True,https://doi.org/10.1016/j.jtbi.2007.08.004,https://doi.org/10.1016/j.jtbi.2007.08.004,http://hdl.handle.net/10261/38512,https://openalex.org/W1969063420,https://pubmed.ncbi.nlm.nih.gov/17889903,47
Non-random coextinctions in phylogenetically structured mutualistic networks,"Enrico L. Rezende, Jessica E. Lavabre, Paulo R. Guimarães et al.",5,2007,2007-08-01,Nature,Nature Portfolio,article,True,https://doi.org/10.1038/nature05956,https://doi.org/10.1038/nature05956,http://hdl.handle.net/10261/38513,https://openalex.org/W2121045435,https://pubmed.ncbi.nlm.nih.gov/17713534,578
Community‐based processes behind species richness gradients: contrasting abundance–extinction dynamics and sampling effects in areas of low and high productivity,"Jofre Carnicer, Lluís Brotons, Daniel Sol et al.",4,2007,2007-05-15,Global Ecology and Biogeography,Wiley,article,True,https://doi.org/10.1111/j.1466-8238.2007.00324.x,https://doi.org/10.1111/j.1466-8238.2007.00324.x,http://hdl.handle.net/10261/38464,https://openalex.org/W2120026193,,32
Contemporary pollen and seed dispersal in a Prunus mahaleb population: patterns in distance and direction,"Cristina García, Pedro Jordano, José A. Godoy",3,2007,2007-04-13,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-294x.2006.03126.x,https://doi.org/10.1111/j.1365-294x.2006.03126.x,http://hdl.handle.net/10261/38508,https://openalex.org/W2126988744,https://pubmed.ncbi.nlm.nih.gov/17444903,133
Can Population Genetic Structure Be Predicted from Life‐History Traits?,"Jérôme Duminil, Silvia Fineschi, Arndt Hampe et al.",7,2007,2007-04-06,The American Naturalist,University of Chicago Press,article,True,https://doi.org/10.1086/513490,https://doi.org/10.1086/513490,http://hdl.handle.net/10261/38468,https://openalex.org/W2102695206,https://pubmed.ncbi.nlm.nih.gov/17427136,267
Differential contribution of frugivores to complex seed dispersal patterns,"Pedro Jordano, Cristina García, José A. Godoy et al.",4,2007,2007-02-21,Proceedings of the National Academy of Sciences,National Academy of Sciences,article,True,https://doi.org/10.1073/pnas.0606793104,https://doi.org/10.1073/pnas.0606793104,https://idus.us.es/handle/11441/50439,https://openalex.org/W2131707414,https://pubmed.ncbi.nlm.nih.gov/17360638,725
Modelling seed dispersal to predict seedling recruitment: Recolonization dynamics in a plantation forest,"Fabrice Sagnard, Christian Pichot, Philippe Dreyfus et al.",5,2007,2007-01-25,Ecological Modelling,Elsevier BV,article,False,https://doi.org/10.1016/j.ecolmodel.2006.12.008,https://doi.org/10.1016/j.ecolmodel.2006.12.008,,https://openalex.org/W2159511330,,85
"Living in the land of ghosts: fruit traits and the importance of large mammals as seed dispersers in the Pantanal, Brazil.","Camila I. Donatti, Mauro Galetti, Marco Aurélio Pizo et al.",5,2007,2007-01-01,CABI eBooks,,book-chapter,True,https://doi.org/10.1079/9781845931650.0104,https://doi.org/10.1079/9781845931650.0104,http://hdl.handle.net/11449/227373,https://openalex.org/W1485096388,,62
An empirical approach to analysing the demographic consequences of seed dispersal by frugivores.,"Héctor Godínez–Álvarez, Pedro Jordano",2,2007,2007-01-01,CABI eBooks,,book-chapter,True,https://doi.org/10.1079/9781845931650.0391,https://doi.org/10.1079/9781845931650.0391,http://hdl.handle.net/10261/38516,https://openalex.org/W1577901424,,34
"Frugivores, seeds and genes: analysing the key elements of seed shadows.",Pedro Jordano,1,2007,2007-01-01,CABI eBooks,,book-chapter,True,https://doi.org/10.1079/9781845931650.0229,https://doi.org/10.1079/9781845931650.0229,http://hdl.handle.net/10261/38467,https://openalex.org/W1565947062,,28
Seed dispersal by frugivores: An empirical approach to analyze their demographic consequences,"Héctor Hugo Ulloa Godínez, Pedro Jordano",2,2007,2007-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,False,,,,https://openalex.org/W299787290,,3
"Doñana, diversidad y ciencia","Regla Alonso Miura, Fernando Toro Álvarez, Juan Luís Arsuaga et al.",28,2007,2007-01-01,,,article,False,,,,https://openalex.org/W2885659,,1
"Response to Comment on ""Asymmetric Coevolutionary Networks Facilitate Biodiversity Maintenance""","Jordi Bascompte, Pedro Jordano, Jens M. Olesen",3,2006,2006-09-28,Science,American Association for the Advancement of Science,article,False,https://doi.org/10.1126/science.1129628,https://doi.org/10.1126/science.1129628,,https://openalex.org/W2115760600,,23
Spatial variation of post-dispersal seed removal by rodents in highland microhabitats of Spain and Switzerland,"Juan Luis García‐Castaño, Johannes Kollmann, Pedro Jordano",3,2006,2006-09-01,Seed Science Research,Cambridge University Press,article,True,https://doi.org/10.1079/ssr2006245,https://doi.org/10.1079/ssr2006245,https://curis.ku.dk/ws/files/10761741/Garcia-Castano_et_al._2006__pre-print_.pdf,https://openalex.org/W2163313664,,28
Seed survival and dispersal of an endemic Atlantic forest palm: the combined effects of defaunation and forest fragmentation,"Mauro Galetti, Camila I. Donatti, Alexandra S. Pires et al.",5,2006,2006-05-01,Botanical Journal of the Linnean Society,Oxford University Press,article,True,https://doi.org/10.1111/j.1095-8339.2006.00529.x,https://doi.org/10.1111/j.1095-8339.2006.00529.x,https://academic.oup.com/botlinnean/article-pdf/151/1/141/17031911/j.1095-8339.2006.00529.x.pdf,https://openalex.org/W2117876669,,266
Asymmetric Coevolutionary Networks Facilitate Biodiversity Maintenance,"Jordi Bascompte, Pedro Jordano, Jens M. Olesen",3,2006,2006-04-21,Science,American Association for the Advancement of Science,article,True,https://doi.org/10.1126/science.1123412,https://doi.org/10.1126/science.1123412,https://doi.org/10.5281/zenodo.19670114,https://openalex.org/W2140664585,https://pubmed.ncbi.nlm.nih.gov/16627742,1313
Structure in plant–animal interaction assemblages,"Thomas M. Lewinsohn, Paulo Inácio Prado, Pedro Jordano et al.",5,2006,2006-02-17,Oikos,Wiley,article,True,https://doi.org/10.1111/j.0030-1299.2006.14583.x,https://doi.org/10.1111/j.0030-1299.2006.14583.x,http://hdl.handle.net/10261/40471,https://openalex.org/W2116643531,,514
The ecological consequences of complex topology and nested structure in pollination webs.,"Pedro Jordano, Jordi Bascompte, Jens M. Olesen",3,2006,2006-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40592,https://openalex.org/W1540154925,,147
Ligando Frugivoria e Dispersão de Sementes à Biologia da Conservação,"Pedro Jordano, Mauro Galetti, Pizo et al.",4,2006,2006-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40575,https://openalex.org/W152010290,,64
