title,authors,author_count,year,publication_date,journal,publisher,type,is_oa,doi,doi_url,pdf_url,openalex_id,pmid,cited_by_count
"Resolution of Respect Eugene “Geno” Wallace Schupp (1952–2026) Seed dispersal ecologist, restoration scientist, mentor","Pedro Jordano, José María Gómez",2,2026,2026-08-25,Bulletin of the Ecological Society of America,Ecological Society of America,article,True,https://doi.org/10.1002/bes2.70097,https://doi.org/10.1002/bes2.70097,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bes2.70097,https://openalex.org/W7204211684,,0
"Mutualistic networks emerge from the interplay of abundance, behaviour and spatial constraints","Blanca Arroyo‐Correa, Ígnasi Bartomeus, Pedro Jordano et al.",5,2026,2026-08-04,Journal of Animal Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2656.70324,https://doi.org/10.1111/1365-2656.70324,https://repositorio.comillas.edu/bitstreams/7308141c-cd06-4469-b723-5ccab91c3aab/download,https://openalex.org/W7172501010,https://pubmed.ncbi.nlm.nih.gov/42552824,0
Reorganization without disruption: How fire‐driven spatiotemporal changes in floral resource landscapes influence plant–bee interaction networks,"Caio S. Ballarin, Elena Quintero, Jorge Isla et al.",5,2026,2026-07-31,Journal of Applied Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2664.70519,https://doi.org/10.1111/1365-2664.70519,https://doi.org/10.1111/1365-2664.70519,https://openalex.org/W7172032044,,0
Optimising daily sampling of plant–bee interaction networks,"Caio S. Ballarin, Jorge Isla, Blanca Arroyo‐Correa et al.",7,2026,2026-07-15,Journal of Animal Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2656.70309,https://doi.org/10.1111/1365-2656.70309,https://doi.org/10.1111/1365-2656.70309,https://openalex.org/W7168349102,https://pubmed.ncbi.nlm.nih.gov/42454659,0
The Ecological Interactome: Understanding Biodiversity Through Patterns of Interactions,Pedro Jordano,1,2026,2026-06-22,Annual Review of Ecology Evolution and Systematics,Annual Reviews,article,False,https://doi.org/10.1146/annurev-ecolsys-102824-110132,https://doi.org/10.1146/annurev-ecolsys-102824-110132,,https://openalex.org/W7165569942,,0
Defaunation reshapes the distribution of biomass of tropical wild mammals,"Iago Ferreiro Arias, Martin Philippe-Lesaffre, Luca Santini et al.",8,2026,2026-06-09,Research Square,,preprint,True,https://doi.org/10.21203/rs.3.rs-9644263/v1,https://doi.org/10.21203/rs.3.rs-9644263/v1,https://doi.org/10.21203/rs.3.rs-9644263/v1,https://openalex.org/W7164051013,,0
Species loss alters the mesoscale structure of mutualistic networks,"M. Florencia Miguel, Pedro Jordano, Laura A. Burkle et al.",5,2026,2026-05-22,Journal of Animal Ecology,Wiley,article,False,https://doi.org/10.1111/1365-2656.70280,https://doi.org/10.1111/1365-2656.70280,,https://openalex.org/W7162190302,https://pubmed.ncbi.nlm.nih.gov/42175561,0
Fire modulates the structural drivers and functioning of individual‐based plant‐pollinator networks,"Larissa Alves-de-Lima, Diego Anjos, Blanca Arroyo‐Correa et al.",6,2026,2026-05-01,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.70348,https://doi.org/10.1111/1365-2745.70348,https://doi.org/10.1111/1365-2745.70348,https://openalex.org/W7161280795,,0
"The biodiversity of plant–frugivore interactions: types, functions and consequences",Pedro Jordano,1,2026,2026-04-29,Oikos,Wiley,article,True,https://doi.org/10.1002/oik.11991,https://doi.org/10.1002/oik.11991,https://www.biorxiv.org/content/biorxiv/early/2025/11/14/2025.11.14.688423.full.pdf,https://openalex.org/W4416294080,,0
"Data from: The biodiversity of plant-frugivore interactions: types, functions, and consequences",Pedro Jordano,1,2026,2026-04-10,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,other,True,https://doi.org/10.5281/zenodo.19482637,https://doi.org/10.5281/zenodo.19482637,https://doi.org/10.5281/zenodo.19482637,https://openalex.org/W7152961901,,0
Season over plant sex: drivers of leaf damage and plant defence in a dioecious Mediterranean shrub,"Elena Valdés‐Correcher, Gemma Calvo, Cristina Rigueiro et al.",6,2025,2025-09-15,Plant Biology,Wiley,article,True,https://doi.org/10.1111/plb.70115,https://doi.org/10.1111/plb.70115,https://doi.org/10.1111/plb.70115,https://openalex.org/W4414257511,https://pubmed.ncbi.nlm.nih.gov/40954094,1
Bridging the gap between individual specialization and species persistence in mutualistic communities,"Blanca Arroyo‐Correa, Ígnasi Bartomeus, Pedro Jordano et al.",5,2025,2025-08-01,Ecological Monographs,Wiley,article,True,https://doi.org/10.1002/ecm.70031,https://doi.org/10.1002/ecm.70031,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecm.70031,https://openalex.org/W4414733271,,2
Seed co-occurrence caused by shared frugivores leaves a long-lasting signal in the spatial co-occurrence among plants.,"Antonio J. Perea, Elena Quintero, Jorge Isla et al.",9,2025,2025-07-15,,,preprint,True,https://doi.org/10.22541/au.175259887.75717703/v1,https://doi.org/10.22541/au.175259887.75717703/v1,https://www.authorea.com/doi/pdf/10.22541/au.175259887.75717703,https://openalex.org/W4412431028,,0
A bird song detector for improving bird identification through deep learning: A case study from Doñana,"Alba Márquez‐Rodríguez, Miguel A. Mohedano-Muñoz, Manuel J. Marín‐Jiménez et al.",7,2025,2025-07-02,Ecological Informatics,Elsevier BV,article,True,https://doi.org/10.1016/j.ecoinf.2025.103254,https://doi.org/10.1016/j.ecoinf.2025.103254,https://doi.org/10.1016/j.ecoinf.2025.103254,https://openalex.org/W4411957310,,9
"Spatial occupancy patterns of the nursery pollinator Derelomus chamaeropsis at its host plant, Chamaerops humilis (Arecaceae)","Miguel Moreno, Miguel E. Jácome‐Flores, Pedro Jordano et al.",5,2025,2025-03-30,Journal of Pollination Ecology,Enviroquest Ltd.,article,True,https://doi.org/10.26786/1920-7603(2025)829,https://doi.org/10.26786/1920-7603(2025)829,https://doi.org/10.26786/1920-7603(2025)829,https://openalex.org/W4408972022,,0
A Machine Learning Application to Camera-Traps: Robust Species Interactions Datasets for Analysis of Mutualistic Networks,"Pablo Villalva, Pedro Jordano",2,2025,2025-03-07,bioRxiv (Cold Spring Harbor Laboratory),Cold Spring Harbor Laboratory,preprint,True,https://doi.org/10.1101/2025.03.01.640990,https://doi.org/10.1101/2025.03.01.640990,https://doi.org/10.1101/2025.03.01.640990,https://openalex.org/W4408224672,,3
Downscaling mutualistic networks from species to individuals reveals consistent interaction niches and roles within plant populations,"Elena Quintero, Blanca Arroyo‐Correa, Jorge Isla et al.",5,2025,2025-02-12,Proceedings of the National Academy of Sciences,National Academy of Sciences,article,True,https://doi.org/10.1073/pnas.2402342122,https://doi.org/10.1073/pnas.2402342122,https://www.pnas.org/doi/pdf/10.1073/pnas.2402342122,https://openalex.org/W4407402898,https://pubmed.ncbi.nlm.nih.gov/39937855,15
Fleshy‐Fruit Consumption in Doñana,"Pablo Villalva, Elena Quintero, Jorge Isla et al.",4,2024,2024-11-25,Bulletin of the Ecological Society of America,Ecological Society of America,article,True,https://doi.org/10.1002/bes2.2197,https://doi.org/10.1002/bes2.2197,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bes2.2197,https://openalex.org/W4404683820,,2
Integrating intraspecific variation into population dynamics reveals how interacting species persist in mutualistic communities,"Blanca Arroyo‐Correa, Ígnasi Bartomeus, Pedro Jordano et al.",5,2024,2024-09-17,bioRxiv (Cold Spring Harbor Laboratory),Cold Spring Harbor Laboratory,preprint,True,https://doi.org/10.1101/2024.09.12.612448,https://doi.org/10.1101/2024.09.12.612448,https://doi.org/10.1101/2024.09.12.612448,https://openalex.org/W4402616714,,3
FRUGIVORY CAMTRAP : A dataset of plant–animal interactions recorded with camera traps,"Pablo Villalva, Blanca Arroyo‐Correa, Gemma Calvo et al.",10,2024,2024-09-16,Ecology,Wiley,article,True,https://doi.org/10.1002/ecy.4424,https://doi.org/10.1002/ecy.4424,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.4424,https://openalex.org/W4402568822,https://pubmed.ncbi.nlm.nih.gov/39284796,11
Flowering synchrony modulates pollinator sharing and places plant individuals along a competition–facilitation continuum,"Blanca Arroyo‐Correa, Ígnasi Bartomeus, Pedro Jordano",3,2024,2024-02-27,Oikos,Wiley,article,True,https://doi.org/10.1111/oik.10477,https://doi.org/10.1111/oik.10477,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/oik.10477,https://openalex.org/W4392198513,,15
Animal‐mediated seed dispersal and the demo‐genetic configuration across plant colonization gradients,"Jorge Isla, Miguel E. Jácome‐Flores, Cristina Rigueiro et al.",6,2024,2024-02-19,Journal of Ecology,Wiley,article,False,https://doi.org/10.1111/1365-2745.14280,https://doi.org/10.1111/1365-2745.14280,,https://openalex.org/W4391941361,,15
Highly clustered mating networks in naturally fragmented riparian tree populations,"Eva Moracho, Etienne K. Klein, Sylvie Oddou‐Muratorio et al.",5,2024,2024-01-30,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/mec.17285,https://doi.org/10.1111/mec.17285,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mec.17285,https://openalex.org/W4391353431,https://pubmed.ncbi.nlm.nih.gov/38288563,2
"Author response for ""Animal‐mediated seed dispersal and the demo‐genetic configuration across plant colonization gradients""","Jorge Isla, Miguel E. Jácome‐Flores, Cristina Rigueiro et al.",6,2024,2024-01-22,,,peer-review,False,https://doi.org/10.1111/1365-2745.14280/v2/response1,https://doi.org/10.1111/1365-2745.14280/v2/response1,,https://openalex.org/W4391953338,,0
Lasting effects of avian‐frugivore interactions on seed dispersal and seedling establishment,"Elena Quintero, Juan Arroyo, Rodolfo Dirzo et al.",5,2024,2024-01-21,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.14260,https://doi.org/10.1111/1365-2745.14260,https://doi.org/10.1111/1365-2745.14260,https://openalex.org/W4391108877,,19
"Author response for ""Lasting effects of avian‐frugivore interactions on seed dispersal and seedling establishment""","Elena Quintero, Juan Arroyo, Rodolfo Dirzo et al.",5,2023,2023-11-21,,,peer-review,False,https://doi.org/10.1111/1365-2745.14260/v2/response1,https://doi.org/10.1111/1365-2745.14260/v2/response1,,https://openalex.org/W4391128224,,0
Frugivore-mediated seed dispersal in fragmented landscapes: Compositional and functional turnover from forest to matrix,"Juan P. González‐Varo, Jörg Albrecht, Juan Arroyo et al.",14,2023,2023-10-23,Proceedings of the National Academy of Sciences,National Academy of Sciences,article,True,https://doi.org/10.1073/pnas.2302440120,https://doi.org/10.1073/pnas.2302440120,https://doi.org/10.1073/pnas.2302440120,https://openalex.org/W4387871737,https://pubmed.ncbi.nlm.nih.gov/37871198,52
Indirect effects shape species fitness in coevolved mutualistic networks,"Leandro G. Cosmo, Ana Paula A. Assis, Marcus A. M. de Aguiar et al.",9,2023,2023-07-19,Nature,Nature Portfolio,article,True,https://doi.org/10.1038/s41586-023-06319-7,https://doi.org/10.1038/s41586-023-06319-7,https://digital.csic.es/bitstream/10261/341663/3/Indirect-Cosmo_et_al-2023-Nature.pdf,https://openalex.org/W4384820407,https://pubmed.ncbi.nlm.nih.gov/37468625,35
Founder events and subsequent genetic bottlenecks underlie karyotype evolution in the Ibero-North African endemic Carex helodes,"Marcial Escudero, Juan Arroyo, Santiago Sánchez‐Ramírez et al.",4,2023,2023-07-03,Annals of Botany,Oxford University Press,article,True,https://doi.org/10.1093/aob/mcad087,https://doi.org/10.1093/aob/mcad087,https://academic.oup.com/aob/advance-article-pdf/doi/10.1093/aob/mcad087/55144174/mcad087.pdf,https://openalex.org/W4382929416,https://pubmed.ncbi.nlm.nih.gov/37400416,7
The turnover of plant–frugivore interactions along plant range expansion: consequences for natural colonization processes,"Jorge Isla, Miguel E. Jácome‐Flores, Juan Arroyo et al.",4,2023,2023-05-24,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2022.2547,https://doi.org/10.1098/rspb.2022.2547,https://doi.org/10.1098/rspb.2022.2547,https://openalex.org/W4377940559,https://pubmed.ncbi.nlm.nih.gov/37221844,8
Intraspecific variation in species interactions promotes the feasibility of mutualistic assemblages,"Blanca Arroyo‐Correa, Pedro Jordano, Ígnasi Bartomeus",3,2023,2023-01-23,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/ele.14163,https://doi.org/10.1111/ele.14163,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ele.14163,https://openalex.org/W4317737897,https://pubmed.ncbi.nlm.nih.gov/36688287,43
Reciprocity and interaction effectiveness in generalised mutualisms among free‐living species,"Elena Quintero, Francisco Rodríguez‐Sánchez, Pedro Jordano",3,2022,2022-11-30,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/ele.14141,https://doi.org/10.1111/ele.14141,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ele.14141,https://openalex.org/W4310572889,https://pubmed.ncbi.nlm.nih.gov/36450595,18
"Author response for ""Intraspecific variation in species interactions promotes the feasibility of mutualistic assemblages""","Blanca Arroyo‐Correa, Pedro Jordano, Ígnasi Bartomeus",3,2022,2022-11-16,,,peer-review,False,https://doi.org/10.1111/ele.14163/v2/response1,https://doi.org/10.1111/ele.14163/v2/response1,,https://openalex.org/W4317770585,,0
Global and regional ecological boundaries explain abrupt spatial discontinuities in avian frugivory interactions,"Lucas Pereira Martins, Daniel B. Stouffer, Pedro G. Blendinger et al.",30,2022,2022-11-14,Nature Communications,Nature Portfolio,article,True,https://doi.org/10.1038/s41467-022-34355-w,https://doi.org/10.1038/s41467-022-34355-w,https://www.nature.com/articles/s41467-022-34355-w.pdf,https://openalex.org/W4309028405,https://pubmed.ncbi.nlm.nih.gov/36376314,31
"Drivers of individual‐based, antagonistic interaction networks during plant range expansion","Jorge Isla, Miguel E. Jácome‐Flores, Daniel Pareja et al.",4,2022,2022-06-08,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.13942,https://doi.org/10.1111/1365-2745.13942,https://doi.org/10.1111/1365-2745.13942,https://openalex.org/W4293055117,,11
"Author response for ""Drivers of individual‐based, antagonistic interaction networks during plant range expansion""","Jorge Isla, Miguel E. Jácome‐Flores, Daniel Pareja et al.",4,2022,2022-05-17,,,peer-review,False,https://doi.org/10.1111/1365-2745.13942/v3/response1,https://doi.org/10.1111/1365-2745.13942/v3/response1,,https://openalex.org/W4283315849,,0
Functional roles of frugivores and plants shape hyper‐diverse mutualistic interactions under two antagonistic conservation scenarios,"Lisieux Fuzessy, Gisela Sobral, Daiane Carreira et al.",11,2022,2022-01-30,Biotropica,Wiley,article,True,https://doi.org/10.1111/btp.13065,https://doi.org/10.1111/btp.13065,http://hdl.handle.net/11449/234082,https://openalex.org/W4210699131,,18
Parasite species richness and host range are not spatially conserved,"Tad Dallas, Pedro Jordano",2,2022,2022-01-25,Global Ecology and Biogeography,Wiley,article,False,https://doi.org/10.1111/geb.13452,https://doi.org/10.1111/geb.13452,,https://openalex.org/W4210340833,,2
"Assessing short and long‐term variations in diversity, timing and body condition of frugivorous birds","María Campo‐Celada, Pedro Jordano, Ana Benítez‐López et al.",6,2022,2022-01-03,Oikos,Wiley,article,True,https://doi.org/10.1111/oik.08387,https://doi.org/10.1111/oik.08387,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/oik.08387,https://openalex.org/W4205188199,,21
The ecological and evolutionary significance of effectiveness landscapes in mutualistic interactions,"José M. Gómez, Eugene W. Schupp, Pedro Jordano",3,2021,2021-12-31,Ecology Letters,Wiley,article,False,https://doi.org/10.1111/ele.13939,https://doi.org/10.1111/ele.13939,,https://openalex.org/W4206578561,https://pubmed.ncbi.nlm.nih.gov/34971487,13
The individual‐based network structure of palm‐seed dispersers is explained by a rainforest gradient,"Pâmela Friedemann, Marina Corrêa Côrtes, Everaldo Rodrigo de Castro et al.",6,2021,2021-12-22,Oikos,Wiley,article,True,https://doi.org/10.1111/oik.08384,https://doi.org/10.1111/oik.08384,http://hdl.handle.net/11449/233921,https://openalex.org/W4200614509,,15
Phylogenetic congruence between Neotropical primates and plants is driven by frugivory,"Lisieux Fuzessy, Fernando A. O. Silveira, Laurence Culot et al.",5,2021,2021-11-13,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/ele.13918,https://doi.org/10.1111/ele.13918,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ele.13918,https://openalex.org/W3164401628,https://pubmed.ncbi.nlm.nih.gov/34775664,30
"Fine‐scale coexistence between Mediterranean mesocarnivores is mediated by spatial, temporal, and trophic resource partitioning","Iago Ferreiro‐Arias, Jorge Isla, Pedro Jordano et al.",4,2021,2021-11-01,Ecology and Evolution,Wiley,article,True,https://doi.org/10.1002/ece3.8077,https://doi.org/10.1002/ece3.8077,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.8077,https://openalex.org/W3213172641,https://pubmed.ncbi.nlm.nih.gov/34824772,60
Ecol-Lett_Fuzessy-et-al-2021_Phylogenetic_congruence_between_Neotropical_primates_and_plants,"LF Fuzessy, Fernando A. O. Silveira, Laurence Culot et al.",5,2021,2021-10-19,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,dataset,True,https://doi.org/10.5281/zenodo.5578594,https://doi.org/10.5281/zenodo.5578594,https://zenodo.org/record/5578594,https://openalex.org/W4393765873,,0
"Author response for ""Phylogenetic congruence between Neotropical primates and plants is driven by frugivory""","Lisieux Fuzessy, Fernando A. O. Silveira, Laurence Culot et al.",5,2021,2021-10-18,,,peer-review,True,https://doi.org/10.1111/ele.13918/v3/response1,https://doi.org/10.1111/ele.13918/v3/response1,https://doi.org/10.1111/ele.13918/v3/response1,https://openalex.org/W3214104544,,0
"Author response for ""The ecological and evolutionary significance of effectiveness landscapes in mutualistic interactions""","José M. Gómez, Eugene W. Schupp, Pedro Jordano",3,2021,2021-10-11,,,peer-review,True,https://doi.org/10.1111/ele.13939/v2/response1,https://doi.org/10.1111/ele.13939/v2/response1,https://doi.org/10.1111/ele.13939/v2/response1,https://openalex.org/W4205270540,,0
The Biodiversity of Ecological Interactions: Challenges for recording and documenting the Web of Life,Pedro Jordano,1,2021,2021-09-21,Biodiversity Information Science and Standards,Pensoft Publishers,article,True,https://doi.org/10.3897/biss.5.75564,https://doi.org/10.3897/biss.5.75564,https://biss.pensoft.net/article/75564/download/pdf/,https://openalex.org/W3201449494,,24
Spatial variation in species' roles in host–helminth networks,"Tad Dallas, Pedro Jordano",2,2021,2021-09-20,Philosophical Transactions of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rstb.2020.0361,https://doi.org/10.1098/rstb.2020.0361,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0361,https://openalex.org/W3200047260,https://pubmed.ncbi.nlm.nih.gov/34538144,9
Global and regional ecological boundaries drive abrupt changes in avian frugivory interactions,"Lucas Pereira Martins, Daniel B. Stouffer, Pedro G. Blendinger et al.",29,2021,2021-09-20,bioRxiv (Cold Spring Harbor Laboratory),Cold Spring Harbor Laboratory,preprint,True,https://doi.org/10.1101/2021.09.18.460873,https://doi.org/10.1101/2021.09.18.460873,https://www.biorxiv.org/content/biorxiv/early/2021/09/20/2021.09.18.460873.full.pdf,https://openalex.org/W3199341283,,4
Within-Species Trait Variation Can Lead to Size Limitations in Seed Dispersal of Small-Fruited Plants,"Finn Rehling, Bogdan Jaroszewicz, Leonie Victoria Braasch et al.",8,2021,2021-08-16,Frontiers in Ecology and Evolution,Frontiers Media,article,True,https://doi.org/10.3389/fevo.2021.698885,https://doi.org/10.3389/fevo.2021.698885,https://www.frontiersin.org/articles/10.3389/fevo.2021.698885/pdf,https://openalex.org/W3196220087,,17
Methodological overview and data‐merging approaches in the study of plant–frugivore interactions,"Elena Quintero, Jorge Isla, Pedro Jordano",3,2021,2021-07-05,Oikos,Wiley,article,True,https://doi.org/10.1111/oik.08379,https://doi.org/10.1111/oik.08379,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/oik.08379,https://openalex.org/W3184170053,,81
Informe del GTM sobre Aspectos medioambientales de la COVID-19. Parte I,"José M. Ordovás, Mariano Estéban, Rocío García‐Retamero et al.",17,2021,2021-06-28,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,report,True,https://doi.org/10.20350/digitalcsic/13981,https://doi.org/10.20350/digitalcsic/13981,https://doi.org/10.20350/digitalcsic/13981,https://openalex.org/W3200352294,,0
In remembrance of Victor Rico Gray (1951‐2021): An astonishing tropical ecologist,"Wesley Dáttilo, Juan Carlos Serio‐Silva, John N. Thompson et al.",9,2021,2021-06-26,Biotropica,Wiley,article,True,https://doi.org/10.1111/btp.12987,https://doi.org/10.1111/btp.12987,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/btp.12987,https://openalex.org/W3177381569,,0
Limited potential for bird migration to disperse plants to cooler latitudes,"Juan P. González‐Varo, Beatriz Rumeu, Jörg Albrecht et al.",18,2021,2021-06-23,Nature,Nature Portfolio,article,True,https://doi.org/10.1038/s41586-021-03665-2,https://doi.org/10.1038/s41586-021-03665-2,https://rodin.uca.es/bitstream/10498/34858/1/Gonzalez-Varo%20et%20al.%202021%20Nature.pdf,https://openalex.org/W3175504106,https://pubmed.ncbi.nlm.nih.gov/34163068,95
Individual‐based plant–pollinator networks are structured by phenotypic and microsite plant traits,"Blanca Arroyo‐Correa, Ígnasi Bartomeus, Pedro Jordano",3,2021,2021-05-17,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.13694,https://doi.org/10.1111/1365-2745.13694,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.13694,https://openalex.org/W3162755526,,49
